volume_id,site_id,title,century,production_year_est,support_material,ink_type,binding_type,cover_type,language,format,restoration_recent,observed_condition_score,digitised,source_catalogue,licence,site_name,site_type,country,city,latitude,longitude,climate_zone,collection_size_volumes,avg_temperature_c,avg_relative_humidity_pct,avg_light_lux,air_quality_index,flood_event,hvac_failure_event,monitoring_months,environmental_stress,material_stress,age_stress,event_stress,conservation_risk_index,risk_level,high_risk
V0217,S01,Manuscript or printed volume 0217,16,1588,laid_paper,pigment,vellum,vellum,English,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7250000000000001,0.59375,0.0,36.8,Moderate,0
V0218,S08,Manuscript or printed volume 0218,18,1709,laid_paper,printing_ink,none,vellum,Italian,octavo,False,1,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.575,0.34375,0.25,29.33,Low,0
V0219,S06,Manuscript or printed volume 0219,12,1123,parchment,printing_ink,none,paper,Greek,quarto,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7,1.0,0.25,48.5,Moderate,0
V0220,S04,Manuscript or printed volume 0220,16,1551,mixed,pigment,wood_boards,wood,French,folio,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7875,0.59375,0.0,38.47,Moderate,0
V0221,S06,Manuscript or printed volume 0221,16,1529,mixed,iron_gall,wood_boards,vellum,French,scroll,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.8625,0.59375,0.25,43.22,Moderate,0
V0222,S05,Manuscript or printed volume 0222,16,1519,laid_paper,iron_gall,paper_boards,leather,English,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7375,0.59375,0.0,36.97,Moderate,0
V0223,S05,Manuscript or printed volume 0223,12,1100,parchment,iron_gall,vellum,leather,Greek,scroll,False,4,False,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.925,1.0,0.0,52.75,Moderate,0
V0224,S01,Manuscript or printed volume 0224,12,1108,mixed,iron_gall,leather,none,French,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.825,1.0,0.0,49.96,Moderate,0
V0225,S02,Manuscript or printed volume 0225,18,1775,laid_paper,printing_ink,paper_boards,vellum,English,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.6125,0.34375,0.25,29.47,Low,0
V0226,S04,Manuscript or printed volume 0226,15,1451,laid_paper,iron_gall,leather,vellum,German,octavo,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7749999999999999,0.71875,0.0,41.22,Moderate,0
V0227,S07,Manuscript or printed volume 0227,14,1326,parchment,iron_gall,wood_boards,leather,French,octavo,False,5,True,British Library,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.9375,0.84375,0.25,51.72,Moderate,0
V0228,S06,Manuscript or printed volume 0228,15,1458,parchment,carbon,none,paper,Latin,quarto,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.725,0.71875,0.25,42.22,Moderate,0
V0229,S06,Manuscript or printed volume 0229,18,1786,mixed,pigment,leather,vellum,German,scroll,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.75,0.34375,0.25,33.59,Low,0
V0230,S03,Manuscript or printed volume 0230,16,1596,laid_paper,iron_gall,wood_boards,none,Greek,scroll,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8125,0.59375,0.0,42.8,Moderate,0
V0231,S06,Manuscript or printed volume 0231,13,1225,mixed,printing_ink,wood_boards,wood,Latin,scroll,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7375,0.96875,0.25,48.84,Moderate,0
V0232,S03,Manuscript or printed volume 0232,17,1658,mixed,carbon,vellum,vellum,Greek,quarto,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.75,0.46875,0.0,37.8,Moderate,0
V0233,S04,Manuscript or printed volume 0233,16,1534,laid_paper,iron_gall,leather,wood,German,octavo,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7749999999999999,0.59375,0.0,38.09,Moderate,0
V0234,S05,Manuscript or printed volume 0234,16,1578,laid_paper,iron_gall,leather,paper,English,quarto,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7749999999999999,0.59375,0.0,38.09,Moderate,0
V0235,S02,Manuscript or printed volume 0235,17,1682,mixed,carbon,vellum,none,Latin,octavo,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.75,0.46875,0.25,36.72,Moderate,0
V0236,S01,Manuscript or printed volume 0236,13,1236,parchment,carbon,none,none,Latin,folio,False,4,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.725,0.96875,0.0,46.18,Moderate,0
V0237,S03,Manuscript or printed volume 0237,18,1719,industrial_paper,iron_gall,paper_boards,leather,Greek,scroll,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.5875,0.34375,0.0,29.8,Low,0
V0238,S04,Manuscript or printed volume 0238,14,1351,industrial_paper,carbon,wood_boards,paper,English,octavo,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.5625,0.84375,0.0,37.97,Moderate,0
V0239,S08,Manuscript or printed volume 0239,19,1825,industrial_paper,printing_ink,paper_boards,leather,English,folio,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.4625,0.21875,0.25,22.83,Low,0
V0240,S02,Manuscript or printed volume 0240,16,1514,laid_paper,iron_gall,vellum,vellum,Greek,quarto,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8,0.59375,0.25,41.34,Moderate,0
V0241,S08,Manuscript or printed volume 0241,18,1703,industrial_paper,printing_ink,paper_boards,none,Greek,octavo,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.4625,0.34375,0.25,25.95,Low,0
V0242,S01,Manuscript or printed volume 0242,16,1537,laid_paper,carbon,leather,none,French,folio,False,3,True,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.675,0.59375,0.0,35.3,Moderate,0
V0243,S03,Manuscript or printed volume 0243,14,1354,laid_paper,carbon,vellum,wood,Greek,folio,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.84375,0.0,45.67,Moderate,0
V0244,S01,Manuscript or printed volume 0244,17,1645,laid_paper,printing_ink,leather,paper,Latin,octavo,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6499999999999999,0.46875,0.0,31.43,Low,0
V0245,S08,Manuscript or printed volume 0245,12,1125,laid_paper,pigment,paper_boards,wood,English,scroll,False,1,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6625000000000001,1.0,0.25,48.36,Moderate,0
V0246,S01,Manuscript or printed volume 0246,18,1791,laid_paper,carbon,wood_boards,vellum,Latin,folio,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7125,0.34375,0.0,30.18,Low,0
V0247,S06,Manuscript or printed volume 0247,19,1836,industrial_paper,iron_gall,leather,paper,Greek,scroll,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.625,0.21875,0.25,26.72,Low,0
V0248,S05,Manuscript or printed volume 0248,16,1540,industrial_paper,iron_gall,wood_boards,wood,German,folio,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.6625,0.59375,0.0,34.72,Low,0
V0249,S07,Manuscript or printed volume 0249,16,1555,industrial_paper,iron_gall,leather,none,Greek,scroll,False,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.625,0.59375,0.25,36.09,Moderate,0
V0250,S02,Manuscript or printed volume 0250,19,1895,industrial_paper,printing_ink,paper_boards,wood,Italian,scroll,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.4625,0.21875,0.25,21.84,Low,0
V0251,S08,Manuscript or printed volume 0251,17,1637,laid_paper,carbon,leather,leather,English,octavo,False,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.675,0.46875,0.25,35.45,Moderate,0
V0252,S07,Manuscript or printed volume 0252,14,1356,mixed,printing_ink,vellum,leather,Greek,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.7250000000000001,0.84375,0.25,45.34,Moderate,0
V0253,S06,Manuscript or printed volume 0253,16,1531,mixed,iron_gall,vellum,none,English,quarto,True,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.8500000000000001,0.59375,0.4,44.34,Moderate,0
V0254,S04,Manuscript or printed volume 0254,18,1724,mixed,iron_gall,paper_boards,paper,French,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7875000000000001,0.34375,0.0,32.22,Low,0
V0255,S05,Manuscript or printed volume 0255,16,1557,laid_paper,pigment,paper_boards,none,Italian,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.6625000000000001,0.59375,0.0,34.72,Low,0
V0256,S06,Manuscript or printed volume 0256,14,1328,laid_paper,iron_gall,leather,leather,Greek,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7749999999999999,0.84375,0.25,46.84,Moderate,0
V0257,S02,Manuscript or printed volume 0257,18,1702,parchment,printing_ink,paper_boards,vellum,English,scroll,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7375,0.34375,0.25,33.22,Low,0
V0258,S08,Manuscript or printed volume 0258,14,1346,parchment,carbon,none,leather,Greek,scroll,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.725,0.84375,0.25,46.33,Moderate,0
V0259,S08,Manuscript or printed volume 0259,12,1142,laid_paper,carbon,paper_boards,leather,Italian,octavo,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6375,1.0,0.25,47.61,Moderate,0
V0260,S03,Manuscript or printed volume 0260,19,1813,parchment,printing_ink,paper_boards,paper,French,scroll,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7375,0.21875,0.0,31.17,Low,0
V0261,S06,Manuscript or printed volume 0261,16,1546,parchment,pigment,wood_boards,wood,Italian,folio,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.8625,0.59375,0.25,43.22,Moderate,0
V0262,S01,Manuscript or printed volume 0262,14,1349,laid_paper,pigment,wood_boards,none,Greek,octavo,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7375,0.84375,0.0,43.43,Moderate,0
V0263,S04,Manuscript or printed volume 0263,17,1650,mixed,iron_gall,leather,paper,Latin,octavo,True,4,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.825,0.46875,0.15,37.97,Moderate,0
V0264,S02,Manuscript or printed volume 0264,18,1798,mixed,iron_gall,paper_boards,paper,German,folio,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7875000000000001,0.34375,0.25,34.72,Low,0
V0265,S01,Manuscript or printed volume 0265,13,1270,laid_paper,carbon,wood_boards,paper,German,scroll,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7125,0.96875,0.0,45.8,Moderate,0
V0266,S01,Manuscript or printed volume 0266,17,1682,mixed,pigment,vellum,paper,English,scroll,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7749999999999999,0.46875,0.0,35.18,Moderate,0
V0267,S04,Manuscript or printed volume 0267,12,1178,laid_paper,iron_gall,wood_boards,leather,Greek,folio,False,4,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.8125,1.0,0.0,49.38,Moderate,0
V0268,S06,Manuscript or printed volume 0268,12,1186,parchment,carbon,wood_boards,leather,Greek,scroll,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.8375,1.0,0.25,52.62,Moderate,0
V0269,S01,Manuscript or printed volume 0269,19,1851,mixed,printing_ink,paper_boards,wood,Latin,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.6625000000000001,0.21875,0.0,25.55,Low,0
V0270,S07,Manuscript or printed volume 0270,17,1645,laid_paper,printing_ink,leather,leather,English,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.6499999999999999,0.46875,0.25,33.72,Low,0
V0271,S02,Manuscript or printed volume 0271,14,1361,laid_paper,iron_gall,wood_boards,vellum,Italian,quarto,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8125,0.84375,0.25,47.97,Moderate,0
V0272,S06,Manuscript or printed volume 0272,19,1831,industrial_paper,printing_ink,paper_boards,wood,German,folio,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.4625,0.21875,0.25,21.84,Low,0
V0273,S03,Manuscript or printed volume 0273,13,1288,parchment,carbon,none,paper,Latin,folio,True,5,True,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.725,0.96875,0.15,51.05,Moderate,0
V0274,S02,Manuscript or printed volume 0274,14,1311,parchment,carbon,wood_boards,vellum,German,quarto,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8375,0.84375,0.25,48.72,Moderate,0
V0275,S02,Manuscript or printed volume 0275,12,1156,mixed,iron_gall,wood_boards,wood,German,octavo,False,4,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8625,1.0,0.25,53.38,Moderate,0
V0276,S08,Manuscript or printed volume 0276,14,1308,laid_paper,carbon,leather,paper,Greek,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.675,0.84375,0.25,44.83,Moderate,0
V0277,S08,Manuscript or printed volume 0277,12,1115,mixed,carbon,vellum,wood,Latin,quarto,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.75,1.0,0.25,50.99,Moderate,0
V0278,S07,Manuscript or printed volume 0278,12,1124,laid_paper,pigment,wood_boards,wood,Latin,folio,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.7375,1.0,0.25,49.62,Moderate,0
V0279,S05,Manuscript or printed volume 0279,15,1491,laid_paper,carbon,wood_boards,wood,English,quarto,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7125,0.71875,0.0,39.34,Moderate,0
V0280,S02,Manuscript or printed volume 0280,12,1108,mixed,iron_gall,paper_boards,wood,French,folio,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7875000000000001,1.0,0.25,51.12,Moderate,0
V0281,S08,Manuscript or printed volume 0281,19,1819,laid_paper,printing_ink,leather,vellum,English,folio,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6499999999999999,0.21875,0.25,28.45,Low,0
V0282,S08,Manuscript or printed volume 0282,18,1724,mixed,iron_gall,paper_boards,vellum,Italian,scroll,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7875000000000001,0.34375,0.25,35.7,Moderate,0
V0283,S02,Manuscript or printed volume 0283,16,1519,laid_paper,iron_gall,none,wood,English,octavo,False,1,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.7,0.59375,0.25,38.34,Moderate,0
V0284,S05,Manuscript or printed volume 0284,14,1386,parchment,carbon,wood_boards,none,German,scroll,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8375,0.84375,0.0,46.22,Moderate,0
V0285,S06,Manuscript or printed volume 0285,18,1713,industrial_paper,printing_ink,paper_boards,vellum,Greek,scroll,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.4625,0.34375,0.25,24.97,Low,0
V0286,S05,Manuscript or printed volume 0286,14,1382,laid_paper,iron_gall,vellum,vellum,Latin,scroll,False,4,True,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8,0.84375,0.0,45.09,Moderate,0
V0287,S08,Manuscript or printed volume 0287,18,1757,industrial_paper,printing_ink,paper_boards,vellum,French,folio,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.4625,0.34375,0.25,25.95,Low,0
V0288,S04,Manuscript or printed volume 0288,16,1573,laid_paper,iron_gall,leather,wood,French,quarto,False,1,True,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7749999999999999,0.59375,0.0,38.09,Moderate,0
